,age,anagrams1,anagrams2,anagrams3,anagrams4,backcount1,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,backcount10,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,gender,highpower,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,pate_01,pate_02,pate_03,pate_04,pate_05,selfesteem_01,stress_01,stress_02,stress_03,stress_04
1719,19,party,flata,coine,leaco,357,330.0,354,351,348,345,342,339,336.0,333.0,3.0,3.0,6.0,5.0,6.0,5.0,7.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0
1720,19,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,5.0,7.0,7.0,8.0,7.0,8.0,1,,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0
1721,18,party,aflat,,,357,330.0,354,351,348,345,342,339,336.0,333.0,3.0,5.0,2.0,6.0,2.0,5.0,2.0,6.0,2.0,3.0,6.0,4.0,5.0,5.0,5.0,2,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,3.0
1722,18,trapy,afalt,cieno,celao,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,3.0,7.0,6.0,6.0,6.0,6.0,1.0,4.0,5.0,8.0,8.0,7.0,7.0,8.0,1,"Working on yearbook making others do the work necessary. It was not a hard or scary thing to do it became easier over time and allowed for a good return. I also evaluated the individuals that were to take over after I have left, which was easy also.",3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0
1723,18,party,fat,one,ale,3,3.0,0,6,3,0,6,3,0.0,6.0,6.0,3.0,6.0,2.0,5.0,5.0,6.0,3.0,6.0,1.0,6.0,6.0,6.0,7.0,6.0,1,"When I was in high school, our history teacher made 6 different groups and gave home work to each of them (with different topics). I was the leader of my group. However, i didn't read the instructions carefully so we accidentally changed the topic into something else. After working 2 days, our teacher didn't like the work and wanted us to redo it in a short period of time (as punishment). I felt so bad because it was particularly my fault.",3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,2.0
1724,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,6.0,4.0,7.0,1.0,7.0,1.0,4.0,2.0,5.0,4.0,6.0,6.0,5.0,1,"I was ASB President at my High School where I controlled the grades of the students involved in the leadership class. It was a lot of pressure to be incharge of someones ""future"" especially when most of my friends were in the class, but, nonetheless, I had a great time as President.",3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0
1725,21,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,7.0,3.0,7.0,7.0,7.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1,,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0
1726,18,party,fatal,,,357,330.0,354,351,348,345,342,339,336.0,333.0,4.0,2.0,7.0,3.0,6.0,6.0,7.0,1.0,7.0,3.0,8.0,3.0,6.0,7.0,6.0,2,,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0
1727,20,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,6.0,5.0,5.0,6.0,3.0,7.0,3.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,1,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0
1728,23,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,4.0,4.0,5.0,5.0,2.0,6.0,2.0,3.0,3.0,7.0,9.0,7.0,4.0,5.0,2,"I was a volleyball coach for a middle school a few years ago. As a coach, I had the authority, and the power to control the players. For instance, I had the power to create the lineup for the games, substitute players and such. I certainly felt great and important as very players respected my role and decisions.",2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,6.0,6.0,5.0,3.0,3.0,4.0,3.0
1729,18,party,fatal,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,7.0,3.0,6.0,6.0,7.0,5.0,2.0,4.0,3.0,6.0,6.0,4.0,7.0,4.0,2,"I knew about something that my younger brother had done that would get him in trouble if our parents found out, and I had power in the situation because he would do something for me in return for not ratting him out. I did not require anything from him because I knew that I would find myself in a similar situation soon enough so I did not require anything of him in the moment and waited to be compensated when he caught me doing something later on.",3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,5.0
1730,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,2.0,6.0,3.0,6.0,5.0,7.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,9.0,1,,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0
1731,23,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,3.0,7.0,5.0,7.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,6.0,3.0,1,"In high school I was one of the leading individuals in the theater program. A lot of people looked up to me, and I was able to direct individuals to get tasks accomplished. It felt good to be looked up upon as a role model and someone with power. However, there were some particular events that I controlled the outcomes to much and people became resentful. I became aware of how people thought of me and changed the way I spoke and directed individuals because I did not want to abuse my power or offend anyone.",3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0
1732,18,party,fatal,no ice,locale,357,230.0,354,351,248,245,242,239,236.0,233.0,6.0,6.0,7.0,5.0,4.0,3.0,6.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1,,2.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,6.0,2.0,2.0,5.0,5.0
1733,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,7.0,6.0,7.0,3.0,4.0,3.0,6.0,3.0,4.0,4.0,3.0,5.0,5.0,1,,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,3.0
1734,19,arypt,flata,cione,cealo,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,4.0,7.0,7.0,3.0,4.0,4.0,2.0,2.0,4.0,9.0,9.0,7.0,6.0,6.0,2,I feel good.,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0
1735,18,patry,falat,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,3.0,6.0,4.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,1,,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0
1736,29,party,fatal,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,3.0,7.0,5.0,6.0,6.0,7.0,3.0,6.0,2.0,4.0,5.0,4.0,4.0,5.0,1,"I trained a new hire at work so that he could take over my old duties.  I found it is difficult to train people because personalities and perspectives differ.  I also found that because I wasn't his supervisor and he viewed me more as a peer it was difficult for him to trust in my experience - I addressed this with management.  Overall, I learned about myself and I realized how teaching or training someone requires experience also. I had to learn to play with delivery methods so that I could get my point across.",3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,5.0,6.0,2.0,5.0,5.0,1.0
1737,18,party,fatal,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,1,"I started going to the gym about 8 months ago and I really enjoy working out there. I told my friend to join my gym so we could work out together. She said that she doesn't even know anything about working about and that she would feel really uncomfortable since she would not know how to train. I finally convinced her and so she went to the gym with me the other day. That day I felt like my mom when she taught me how to do laundry. I demonstrated some workouts step-by-step, I even gave her a mini tour of the gym, and what function had each machine. I also taught her how to correctly use the machines there so she would not get hurt. It may seem as something really invaluable, but I really felt powerful and as if I was someone really important at the gym. I was glad that someone needed my help and I was able to help her.",3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,6.0,3.0,3.0,4.0,3.0
1738,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,5.0,3.0,2.0,5.0,6.0,4.0,5.0,4.0,4.0,8.0,7.0,6.0,7.0,7.0,2,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0
1739,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,3.0,5.0,2.0,8.0,4.0,6.0,5.0,6.0,1,"Last year I was in many leadership roles in clubs at my school. In one club I was VP so I had to come up with ways our club could fundraise. The fundraiser I remember quite well was a cookie dough one. It became very stressful because I had to make sure that people brought in their money and that they were working hard to sell enough. We had to reach 60 orders so that we could place the minimum amount from the company. We were able to reach this goal but not without extending the amount of time. It was extremely stressful but once we finished it I felt very accomplished. In this situation I felt like people were looking to me to complete this task, it made it so much more important to do well and not let them down.",2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0
1740,19,party,lafat,cieno,cealo,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,7.0,3.0,7.0,7.0,6.0,7.0,6.0,1,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0
1741,18,party,falat,nocie,loaedo,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,6.0,7.0,7.0,5.0,3.0,6.0,2.0,4.0,3.0,6.0,7.0,6.0,8.0,7.0,1,,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0
1742,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,6.0,7.0,6.0,5.0,6.0,5.0,2.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,1,,3.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0
1743,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,2.0,5.0,6.0,6.0,7.0,4.0,6.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1,"During my junior year of high school, I held the position of the Editor-in-Chief of my school's news publication. It was my responsibility to collaborate with a team of staff writers and fellow editors to brainstorm story ideas for the upcoming issue and distribute the work evenly. It was also my job to establish deadlines, collect and edit work, and graphically piece the articles together. It became immensely overwhelming towards the end of my junior year because fewer and fewer students took an interest in the newspaper and we were very short-staffed. In addition, our media adviser was not very helpful or encouraging. Leading the newspaper became a very negative force in my life, and I decided to quit my position my senior year.",3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0
1744,19,trapy,aflat,noice,celoa,357,340.0,354,351,358,355,352,349,346.0,343.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0
1745,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,5.0,4.0,7.0,1.0,6.0,5.0,5.0,5.0,8.0,7.0,8.0,8.0,8.0,1,At work I have been put in charge of the retail crew at times when a manager was not available. I was afraid they wouldnt listen to me but for the most part they did.,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,6.0,4.0,3.0,2.0,3.0
1746,18,party,,,a,357,330.0,354,351,348,345,342,339,336.0,333.0,3.0,4.0,7.0,2.0,3.0,6.0,7.0,2.0,7.0,4.0,8.0,7.0,4.0,7.0,6.0,1,,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0
1747,18,party,alfat,ionce,locae,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,6.0,7.0,5.0,7.0,7.0,5.0,4.0,7.0,2.0,5.0,7.0,6.0,6.0,7.0,1,I felt that with the power I had that I would have to be careful and have to pay attention to others opinion so I could take them under consideration. It is always best to have good teamwork when working a group. But to have that much power felt awesome.,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,6.0,1.0,4.0,5.0,2.0
1748,23,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1,I felt much more confident and less shy than usual.,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0
1749,,party,,,,357,331.0,354,351,349,346,343,340,337.0,334.0,2.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,6.0,3.0,9.0,9.0,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,4.0,3.0,,,,,1.0,5.0,5.0,1.0
1750,23,,,,,4536,546.0,546,465,455,45,56,546,465.0,56.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,9.0,1,I felt confident and shy,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0
1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,18,party,,,,357,331.0,354,351,349,346,343,340,337.0,334.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,1,,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0
1755,19,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,5.0,3.0,6.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2,,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,1.0
1756,18,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,9.0,8.0,5.0,8.0,7.0,1,"In high school I was the captain of my dance team. I was satisfying that i could make the team anything that I wanted it to be. I could make individuals dance they I wanted them to so that the dance would turn out the best it could be. However, there was a lot of pressure to live up to the previous captains who had done so well.",2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,3.0
1757,19,party,flata,cineo,caleo,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,1.0,5.0,2.0,7.0,3.0,6.0,4.0,6.0,2.0,5.0,3.0,4.0,6.0,5.0,1,"I was the vice president of my student counsel in high school. I was in charge of all of the prom decorations, food, theme, etc. I felt very important, but also very stressed about whether the event would be a success or an epic failure. It was a total hit though, so everything turned out ok!",2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0
1758,19,party,fatal,,,357,390.0,354,351,348,345,342,339,396.0,393.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,2,,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0
1759,22,,,,,357,331.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,5.0,2.0,7.0,1.0,6.0,6.0,7.0,1.0,7.0,4.0,3.0,7.0,4.0,2,,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,4.0,6.0,2.0,5.0,5.0,2.0
1760,19,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,2.0,4.0,1.0,8.0,3.0,6.0,6.0,6.0,1,"I had a position of power when I babysat my little brother and sister every summer until I started attending college here at A&M. It was normally after school hours, and I would pick my brother up from daycare, and it would normally be certain weekends when my parents had to work. The feelings I had were that I felt dominant since I normally have to listen to my parents, but this time I was in charge as oldest child. The thoughts I had were that I really wanted to be elsewhere, hanging out with friends who had no responsibilities but that was not the case for me.",4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,3.0,3.0
1761,19,,,,,357,330.0,354,351,348,245,342,339,336.0,333.0,3.0,5.0,6.0,3.0,6.0,5.0,3.0,3.0,6.0,4.0,8.0,5.0,7.0,7.0,7.0,2,"When I was driving my brother on a trip to get groceries he ask if I would stop at a nearby drive thru restaurant.  I knew I was in control and would make the decision of whether or not we would stop for food.  Even though I was hungry too, I liked the feeling of power so I played mind games with him to make him think we would not stop.",3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,6.0,5.0,5.0,4.0,3.0
1762,18,party,,,cealo,359,350.0,358,357,356,355,354,353,352.0,351.0,5.0,3.0,6.0,5.0,6.0,4.0,7.0,3.0,7.0,5.0,6.0,5.0,4.0,8.0,6.0,,"I was babysitting my friends little brother and he is only one year old so I of course held power over him. I feelt kind of nice to have someone rely on you to take care of them. However, on the other hand, he needs constant attention and because you hold the upmost power over him, he has to come to you for everything that he wants.",2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0
1763,18,PARTY,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,7.0,5.0,6.0,5.0,7.0,1.0,2.0,7.0,3.0,1.0,8.0,5.0,6.0,8.0,5.0,2,,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,7.0,3.0,4.0,4.0,2.0
1764,22,party,flata,cieno,locae,357,330.0,354,351,348,345,342,339,336.0,333.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,2.0,6.0,5.0,7.0,2.0,5.0,7.0,5.0,1,,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,4.0
1765,19,PARTY,,,,,330.0,354,351,348,345,342,339,336.0,333.0,6.0,2.0,6.0,2.0,5.0,6.0,6.0,2.0,7.0,6.0,4.0,3.0,6.0,7.0,3.0,2,MY SENIOR YEAR OF HIGH SCHOOL I WAS THE STUDENT COUNCIL PRESIDENT WHICH HAD A LOT OF RESPONSIBILITIES THAT WENT ALONG WITH IT. I WASN'T ABLE TO DO ALL THE ACTIVITIES BY MYSELF AND NEEDED THE OTHER OFFICERS TO HELP ME DO STUFF.,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,7.0,4.0,3.0,4.0,5.0
1766,18,party,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,7.0,2.0,7.0,5.0,3.0,2.0,7.0,1.0,6.0,5.0,4.0,1.0,3.0,6.0,4.0,1,"In highschool, I was President of an organziation called Key Club. This club was a volunteering organziation that helped out around the community. As President I was in charge of 30 officers and over 200 members. I felt stressed a lot of the time because of the role and it was my duty to make sure the club was successful. I was mostly stressed out during meeting events because there would be so many people there at once and they would all approach me. I thought it was a good experience overall though because it taught be alot about leadership and responsibility.",1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,5.0,6.0,1.0,4.0,4.0,2.0
1767,19,,,,,357,331.0,354,351,349,346,343,340,337.0,334.0,3.0,3.0,7.0,4.0,5.0,6.0,6.0,2.0,7.0,6.0,9.0,9.0,9.0,9.0,9.0,2,,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,7.0,3.0,3.0,3.0,2.0
1768,20,,,,,357,330.0,354,351,348,345,342,339,336.0,333.0,5.0,3.0,5.0,2.0,5.0,5.0,6.0,3.0,6.0,3.0,5.0,6.0,6.0,4.0,6.0,1,,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0
